gene	p-value	logFC	ci.hi	ci.lo	fdr
CDC42SE1	0.1124644305796	-0.383193528794948	0.00872673932411344	-0.775113796914009	0.413404861825304
TRDC	0.112890467530347	-0.215816542212949	0.262271667579833	-0.69390475200573	0.414368639164367
TMEM219	0.113117658870594	0.0460857548725055	0.344850835631624	-0.252679325886612	0.414600810556135
TXNDC17	0.114193223385508				0.417937282115701
ABHD2	0.114401548126001	-0.124799574662704	0.293284808948632	-0.54288395827404	0.41809467515991
CCT5	0.115028960214877	-0.332266568891896	0.102456081248289	-0.766989219032081	0.419781010654291
CSTB	0.1153922477984	-0.180118064148707	0.321932107946212	-0.682168236243626	0.420499992337398
ZAP70	0.115966131745457	0.325647368279379	0.711215778279673	-0.0599210417209161	0.421983233358647
ETNK1	0.117078908022165	-0.211231893568981	0.107996539411163	-0.530460326549124	0.425420342511574
RPS9	0.118062110730364	-0.242497993674036	0.129103289909235	-0.614099277257307	0.427763722116177
TMEM43	0.118019854037514	-0.0261566731210531	0.333886574988318	-0.386199921230424	0.427763722116177
RPS15A	0.118564268070733	-0.311673848715649	-0.0224426520051245	-0.600905045426173	0.428968575037029
FOXP1	0.120014500653642	0.111832992812159	0.349214613400086	-0.125548627775767	0.431131636581052
PARP11	0.119530698143254				0.431131636581052
RANBP2	0.11999121119738				0.431131636581052
RPS3A	0.11966061937565	-0.297881810545048	-0.020871753299839	-0.574891867790257	0.431131636581052
SF3B6	0.119962118729745	-0.338286576116041	0.0712990239887051	-0.747872176220788	0.431131636581052
RNPS1	0.120482304414418	-0.0488318808068393	0.373699106072891	-0.47136286768657	0.431839476319901
RPL18A	0.120553052701404	-0.311339023414316	-0.0212999820892622	-0.601378064739369	0.431839476319901
MIEN1	0.120932584410141	0.127480538538557	0.472255470696413	-0.217294393619299	0.431975290922665
TRIM14	0.120857351329787	0.284979214186865	0.476863991911408	0.093094436462322	0.431975290922665
FRG1	0.121318624272273	-0.321206451664124	0.0321428974830318	-0.67455580081128	0.432694295011737
PSMD4	0.121583367873544	-0.303150097398471	0.0358895012549846	-0.642189696051926	0.432694295011737
SPAG7	0.121647150554901				0.432694295011737
BNIP2	0.123540046748722	-0.190914390550181	0.220264372426653	-0.602093153527016	0.435383498095829
CD96	0.123417690264612	0.431349978215057	0.782571644361522	0.0801283120685909	0.435383498095829
DDIT4	0.122576802173168	0.476960354570293	0.870155464132724	0.0837652450078616	0.435383498095829
ESYT1	0.123608284552315				0.435383498095829
FGFR1OP2	0.12355949671006	-0.363259600608498	0.0408383787030114	-0.767357579920008	0.435383498095829
TPM3	0.123244716911042	-0.388377138761398	-0.00335588145977078	-0.773398396063026	0.435383498095829
UCP2	0.123362125752475	0.432051183547416	0.763299048298087	0.100803318796746	0.435383498095829
MT-ND6	0.12393612501701	0.474651940695817	0.893520114592644	0.0557837667989908	0.435931098981944
AGK	0.124833717133643				0.438478431431921
LYPLA2	0.125235414009761	-0.205316789190983	0.191463220823235	-0.602096799205202	0.439279281595959
CFDP1	0.126024164415123	-0.231584516078045	0.106487966895655	-0.569656999051744	0.439607050766684
RAB11B	0.125891378245599	0.317297302890367	0.559000109136077	0.0755944966446564	0.439607050766684
RPL6	0.125939378592711	-0.323282218788782	0.0338608739816563	-0.68042531155922	0.439607050766684
USP14	0.125581176276395	-0.272075883940231	0.0646582876296979	-0.60881005551016	0.439607050766684
ABHD17A	0.126580538137442	-0.306513327892971	0.0674041428011287	-0.68043079858707	0.439955377132356
CABIN1	0.126342739191875	-0.0895601643655707	0.271567457312179	-0.45068778604332	0.439955377132356
GOLGA7	0.126645913227503	0.244849494682666	0.411118993180315	0.0785799961850157	0.439955377132356
SMU1	0.127673374440018	-0.263126788972462	0.087410335554993	-0.613663913499917	0.442916274291913
PSMA3-AS1	0.12808345784854	-0.292443725996732	0.0791399327066378	-0.664027384700102	0.443393746776079
TXNL1	0.128161656343738	-0.159722520635172	0.292227065773166	-0.61167210704351	0.443393746776079
DDX60L	0.128735355065812	0.0952698667671918	0.54376132535698	-0.353221591822596	0.444759364395653
UBAC2	0.128908111546862	0.243270772037985	0.4073671838788	0.0791743601971701	0.444759364395653
LRPAP1	0.129162430685859	-0.332066427469896	0.0453095650601649	-0.709442419999958	0.44502968283997
IL2RG	0.129975022060665	-0.327930373441848	0.0649201845760543	-0.72078093145975	0.446966230767033
RBPJ	0.130077954070596	-0.409680020906488	0.0815033718291674	-0.900863413642144	0.446966230767033
SACM1L	0.130444728378097	-0.159463428754036	0.213978247383866	-0.532905104891938	0.447618342019277
FKBP1A	0.131075200752504	-0.31823290526256	0.121325369343782	-0.757791179868901	0.449172334286019
BLOC1S4	0.131273844256012				0.449244319517528
EIF4A2	0.131854019057293	-0.349773287070573	-0.00688162555716865	-0.692664948583977	0.44968253665961
GDI2	0.13193532708637	-0.293496381656304	0.0926150899803715	-0.67960785329298	0.44968253665961
PQBP1	0.131835150350351	0.226406575546323	0.380497364595889	0.0723157864967562	0.44968253665961
UBXN1	0.132446994005931	0.355273608380753	0.755213421107781	-0.0446662043462744	0.450818906919244
ARHGAP4	0.133073774519115				0.452044824573789
CAPZA1	0.133343392302114	-0.293040969956079	0.0607872487253945	-0.646869188637553	0.452044824573789
SF3B5	0.133258154992312	-0.281467413397122	0.145076126318956	-0.708010953113199	0.452044824573789
NUB1	0.133573334685774	0.416743570668474	0.720529354874813	0.112957786462135	0.452218157189185
NDUFB4	0.134493793511226	0.372414178218229	0.7230864685677	0.0217418878687589	0.454725673515896
CCL4	0.134959560670244	0.676475363112331	1.18116999893518	0.171780727289486	0.455691226882572
RPA3	0.135248412815713				0.456057648014584
COX16	0.136642779300295	-0.0472685847282773	0.393762822846986	-0.488299992303541	0.457221764625206
LAPTM4A	0.136678392272303	-0.0157608355530809	0.31965428993272	-0.351175961038882	0.457221764625206
PPP4R2	0.136137114389367	0.217837354787849	0.379894320485871	0.055780389089827	0.457221764625206
RHOC	0.136343726045782	-0.201910209644983	0.133153911097845	-0.536974330387812	0.457221764625206
SDF2L1	0.1361464268459	-0.332406201614277	0.0630775153361939	-0.727889918564747	0.457221764625206
VIM	0.135949089916444	0.184644028422979	0.689691112189861	-0.320403055343903	0.457221764625206
CNIH1	0.137045074544379	-0.348755343215519	0.0765121429484826	-0.774022829379521	0.457238777734477
RASSF5	0.136960895120483	0.232238205987283	0.505843695513431	-0.041367283538865	0.457238777734477
RNF213	0.137649155470754	0.515399974439026	1.0013717490304	0.0294281998476538	0.458649162299785
NDUFA3	0.138542272916337	-0.259318069991163	0.182841148255536	-0.701477288237863	0.461017642375547
SP100	0.140108106027417	0.437195801927247	0.863593586933005	0.0107980169214886	0.465004462130364
TMEM208	0.139953996957295				0.465004462130364
CHCHD3	0.140466987273788				0.465584548906173
NDUFC1	0.141014955801754	-0.211292395349831	0.169723279889271	-0.592308070588934	0.466232768199369
RPL7A	0.141031264401944	0.280890569892279	0.626687802413872	-0.0649066626293131	0.466232768199369
RNH1	0.142244092269208	0.111539496787336	0.429864993073878	-0.206785999499206	0.469628341186457
CD53	0.143055126719867	0.37244853774299	0.735432418305689	0.00946465718029105	0.47112002907659
PDCD6IP	0.143134410437241	0.231712041048254	0.404804257005198	0.0586198250913103	0.47112002907659
SRP14	0.143254765662277	-0.315319408032977	-0.00156739515094639	-0.629071420915007	0.47112002907659
APOBEC3C	0.14361639099318	-0.0284190922720883	0.39852904037896	-0.455367224923137	0.471172971457894
PARP14	0.143643480029275	0.366608811571441	0.834947681551861	-0.101730058408979	0.471172971457894
RNF113A	0.143873327972324	-0.190579204259315	0.155681612496758	-0.536840021015388	0.471315604199492
EIF3I	0.144226441041951	-0.306469065709196	0.0681219603156706	-0.681060091734062	0.471861150575801
ATF4	0.145318328962645	-0.18903993838943	0.202546465784019	-0.580626342562879	0.474819191145386
LSM5	0.145612116458115	-0.28157961254214	0.0586313647544123	-0.621790589838692	0.475165216158158
LITAF	0.146247817277064	0.462749467218509	0.796547503201233	0.128951431235784	0.475399395750251
PCM1	0.14618246009763	-0.309543877754573	0.161140559869128	-0.780228315378273	0.475399395750251
RAB11FIP1	0.146003797207327	-0.0955802920783515	0.308927008954465	-0.500087593111168	0.475399395750251
ATM	0.146686701186418	-0.262714533750532	0.0737582236381532	-0.599187291139218	0.475838766458695
RRAGA	0.146759287401258	0.0131663943652391	0.317151067381869	-0.29081827865139	0.475838766458695
IK	0.14706863860693	0.291955169881575	0.500794548875636	0.083115790887515	0.476231225399393
LCP1	0.148140913009108	0.0178499716679317	0.393017577703772	-0.357317634367909	0.47667053257157
PFDN5	0.148146713563169	-0.351715272099377	0.00290787261454389	-0.706338416813298	0.47667053257157
PPP2CA	0.147773665802106	-0.206524391662899	0.135300393840423	-0.548349177166221	0.47667053257157
PRRC2B	0.147688379209763	-0.203639880100942	0.0823939573507125	-0.489673717552596	0.47667053257157
SPTLC2	0.147435472430189	0.058033913731433	0.315044253929249	-0.198976426466383	0.47667053257157
ITCH	0.148527243690958	-0.287966716333304	0.102996329697623	-0.678929762364231	0.476852003601604
UBE2I	0.148580220971951	-0.29344354872784	0.0275257209275312	-0.614412818383211	0.476852003601604
ARF4	0.149257968945624	-0.00943644866255272	0.339908167825666	-0.358781065150772	0.478420029738256
NRDC	0.150433049894099	0.110511419376216	0.473731234672188	-0.252708395919757	0.48157618124326
CARHSP1	0.151364144821884	-0.292509622381981	0.0857852295243036	-0.670804474288265	0.483333235169879
FYB1	0.151232134575116	-0.20257705964457	0.308010176491816	-0.713164295780957	0.483333235169879
CHIC2	0.152710725116513	0.226876128676599	0.438734102094422	0.0150181552587769	0.487018188927694
FAM177A1	0.155433859039428	-0.297033179906262	0.0753199563518825	-0.669386316164406	0.490710185280629
KIF2A	0.154826667358815	0.310035085238245	0.532269212295354	0.0878009581811363	0.490710185280629
MBP	0.155614696953367	0.352528842721067	0.711112228185242	-0.00605454274310713	0.490710185280629
PNP	0.155412593131897	-0.100054073093775	0.319216147132122	-0.519324293319671	0.490710185280629
PPID	0.1550906252795	-0.178874156899707	0.189520482262373	-0.547268796061788	0.490710185280629
RNF187	0.154472861256972	-0.219394522324662	0.174233684567891	-0.613022729217216	0.490710185280629
SLIRP	0.155533146427309	-0.227192329201302	0.180856496133571	-0.635241154536175	0.490710185280629
SNX20	0.154100147365342	0.226651777994015	0.499525283342516	-0.046221727354486	0.490710185280629
UBE3A	0.155087791356529	-0.176788106145745	0.234304274183225	-0.587880486474714	0.490710185280629
ERAP2	0.155998382756615	0.333619078227492	0.571960320506978	0.0952778359480055	0.490793067809532
SEPT6	0.156029112897929	-0.291133999834648	0.0546833576536187	-0.636951357322914	0.490793067809532
ARF5	0.156336978245689	0.330250380743022	0.615105092338879	0.045395669147165	0.491150581345773
ARHGAP15	0.156733184438029	0.278961556889518	0.538840229654354	0.0190828841246811	0.491334817046286
SLTM	0.156784182426395	-0.0702724979784205	0.453157408158987	-0.593702404115828	0.491334817046286
PPCS	0.15780337751554				0.493916759575248
RECQL	0.158213339794225				0.494587807589115
DR1	0.15953311928109	0.0693738052643051	0.436965375351409	-0.298217764822799	0.496276751952442
ITM2B	0.15972945580535	-0.348191512500439	0.0363986537786861	-0.732781678779564	0.496276751952442
PET100	0.159821783890812	-0.164417043644343	0.234050693354778	-0.562884780643465	0.496276751952442
SUN2	0.159891587585749	-0.0376509859864416	0.282559259317653	-0.357861231290536	0.496276751952442
TSEN54	0.158967453523275	0.105836051827753	0.424779120585751	-0.213107016930246	0.496276751952442
TUT4	0.159931021289538	0.255553087688531	0.442827107944021	0.0682790674330418	0.496276751952442
ATP8B4	0.160196969634299	0.0436026466178994	0.314445912501612	-0.227240619265813	0.49649281397689
MRPL4	0.160615690022234				0.497181248551078
AC243960.1	0.160831023200346	-0.114345223864472	0.208949094000303	-0.437639541729247	0.497239190310116
PITHD1	0.16240720046283	-0.240483399876562	0.155045939551818	-0.636012739304942	0.501499157473134
C19orf24	0.162881341084308	-0.237591401669483	0.150078210253109	-0.625261013592075	0.50213427142131
CARD16	0.163009978978607	0.445508337357916	0.834848686829636	0.0561679878861969	0.50213427142131
HCST	0.163460674301332	-0.457302019103978	0.0203061554191114	-0.934910193627068	0.502910030788403
SSR1	0.163997822164046	-0.240720096617993	0.120602829729855	-0.602043022965841	0.503949565313331
DNAJC7	0.164430816106345	-0.287519425157328	0.0715889045181211	-0.646627754832778	0.504666910112798
CD44	0.164953498358131	-0.367406165588089	0.103608594602884	-0.838420925779062	0.505045275239363
ZNHIT1	0.164852539018933	-0.252191432633751	0.130634049608252	-0.635016914875754	0.505045275239363
SETX	0.165533081294117	0.0865988792928593	0.451549025856984	-0.278351267271265	0.506206968068708
NCL	0.166415867788593	-0.252922538966796	0.158085412742154	-0.663930490675745	0.508291944006462
IMPDH2	0.16664592668854	-0.313243589942988	0.141849912261031	-0.768337092147008	0.508380637630059
CNDP2	0.167187211260559	-0.0539293564524756	0.351496375313285	-0.459355088218236	0.508804401056503
SDF4	0.167168903342324	-0.320917371606846	0.0678455869918284	-0.709680330205521	0.508804401056503
SNRPG	0.168385915886721	-0.280228852341454	0.14158673617765	-0.702044440860559	0.511222066359564
TMEM109	0.168317918915289	0.267885938669686	0.484654678812317	0.0511171985270544	0.511222066359564
EPC1	0.169000392112975	0.31633892144955	0.606988990269744	0.0256888526293561	0.511850166767286
POLR2I	0.169089144043004	-0.12639922984974	0.232074344427987	-0.484872804127466	0.511850166767286
SAMHD1	0.169247543563636	0.259688523283908	0.659452954048921	-0.140075907481104	0.511850166767286
SESN1	0.169402368360703	0.222855442444297	0.384835476660559	0.0608754082280357	0.511850166767286
HMGN2	0.170102947883185	0.420494687283975	0.837161758945545	0.00382761562240413	0.512741782117491
RNF167	0.170092733230429	0.277201990170038	0.490273231171738	0.0641307491683386	0.512741782117491
SRP72	0.171171102475605	-0.143050348883952	0.293589881996838	-0.579690579764743	0.515168894154542
TBCA	0.171315555549217	-0.267722163202584	0.10753728521859	-0.642981611623757	0.515168894154542
CYB5B	0.171673321336244	-0.254440479708091	0.102252447737153	-0.611133407153336	0.515631626673825
CD3E	0.172136367450565	-0.128064831549255	0.289686723022085	-0.545816386120594	0.515797243225686
YWHAH	0.172088241744251	-0.302898440176151	0.0847778983171295	-0.690574778669432	0.515797243225686
ANKRD12	0.172986584973696	-0.322195522370743	0.0454597423689793	-0.689850787110465	0.516047710480156
ATP5MG	0.173036163893702	-0.340154979037303	0.0197944343416995	-0.700104392416306	0.516047710480156
MRPL51	0.172700698893274	-0.307488584194453	0.0219194401735613	-0.636896608562468	0.516047710480156
TMED5	0.172654424099716	0.164432357512055	0.424154423501256	-0.0952897084771449	0.516047710480156
GNAI2	0.17399259340696	-0.274848656291314	0.0984517249002651	-0.648149037482894	0.518288891314724
EIF2S2	0.174234416576548	-0.263666007026867	0.13047815871756	-0.657810172771294	0.518398634731871
MOV10	0.174471192743103	0.120764919634713	0.36979241611918	-0.128262576849754	0.518493121559702
PTBP1	0.176881377226671	-0.137860393264383	0.250626602334597	-0.526347388863362	0.525038735922829
PSMA4	0.177314628963954	-0.309372190806239	0.0589865302264545	-0.677730911838933	0.525534259196049
XRCC5	0.177463921452521	-0.214596402266316	0.242181355668468	-0.671374160201101	0.525534259196049
GNPTAB	0.178789222383659	0.251049026382897	0.472762855570064	0.0293351971957294	0.528221896504993
WNK1	0.178761772970415	-0.168382999356045	0.27379460421535	-0.610560602927441	0.528221896504993
AHSA1	0.179638383874876	-0.253795329545534	0.078258373249676	-0.585849032340744	0.529493558064758
GATA3	0.179566244080033	0.355452717008089	0.711079485241173	-0.000174051224995531	0.529493558064758
CMPK1	0.180989719888801	-0.235215056647176	0.250064028914972	-0.720494142209325	0.532745385572208
EMC4	0.181162922733135	0.293285055415981	0.524612940654622	0.0619571701773395	0.532745385572208
DPM3	0.18167896505079	-0.313794746536155	0.0824519944963702	-0.71004148756868	0.533617025890213
NDUFS5	0.181881327132212	0.026521462185489	0.486738798363453	-0.433695873992475	0.533617025890213
BTN3A1	0.182136581168894	0.233124427298119	0.40663590147853	0.059612953117707	0.533746713529703
TAF7	0.182606963653247	0.286444290490925	0.53703060284027	0.0358579781415809	0.534505799860026
ARFGAP3	0.183428296919354	-0.275311237754032	0.0941184146722422	-0.644740890180306	0.534657375281589
CDC42EP3	0.183715800363662	0.242895247148926	0.461190014010386	0.0246004802874666	0.534657375281589
FBXO6	0.183507333998992	-0.353921945633989	0.091995754630958	-0.799839645898936	0.534657375281589
NKTR	0.183524693997997	-0.282818565645298	0.0538051425239225	-0.619442273814519	0.534657375281589
PRDX3	0.182915045458948	-0.256896219938836	0.162279590974808	-0.676072030852481	0.534657375281589
INPP5D	0.184247491802777	-0.294576220325034	0.0468140987730151	-0.635966539423084	0.534973486531828
UQCRFS1	0.184082960040852	-0.279501419005708	0.118046384443124	-0.67704922245454	0.534973486531828
LIMD2	0.184658139216093	0.476891198482976	0.96299377373256	-0.00921137676660827	0.535550956510894
ARID4B	0.185836872613278	-0.299406875081739	0.224709131729986	-0.823522881893464	0.536974462521249
CCNI	0.18673771918725	-0.325185720383636	0.0803225841905864	-0.730694024957858	0.536974462521249
DNAJC15	0.187757131684721	0.263224400233823	0.505105929623647	0.0213428708439984	0.536974462521249
EIF3M	0.18773367151517	-0.281878851911165	0.195118928483473	-0.758876632305802	0.536974462521249
GRK2	0.188758520040091	-0.112848786396084	0.273897571170456	-0.499595143962625	0.536974462521249
HSPD1	0.188370038567085	0.27808664347913	0.569790130336117	-0.013616843377858	0.536974462521249
ICAM2	0.188226887349692	0.24724954596663	0.476088162640779	0.0184109292924799	0.536974462521249
IQGAP2	0.188721871715743	0.264641070389659	0.511343479050117	0.0179386617292022	0.536974462521249
NAP1L1	0.186045276920192	-0.313734079270662	0.0457120848899835	-0.673180243431307	0.536974462521249
PHYKPL	0.187710346606107	-0.306185429932291	0.0863797100240819	-0.698750569888665	0.536974462521249
POLD4	0.186898351626934	0.249813736309959	0.470535636837242	0.0290918357826772	0.536974462521249
RABGGTB	0.186339860967376	-0.2795194357461	0.100965976759149	-0.660004848251349	0.536974462521249
SDAD1	0.187167460435222	-0.251440525372305	0.0805994735098139	-0.583480524254424	0.536974462521249
ST13	0.188291774026947	0.196665436964612	0.595004458599276	-0.201673584670053	0.536974462521249
STIP1	0.186763038735654	0.0400980811607082	0.352881937905626	-0.27268577558421	0.536974462521249
TNRC6B	0.187714515829551	-0.279379199658334	0.121313716563279	-0.680072115879947	0.536974462521249
UQCR11	0.1864377678858	-0.284183893117553	0.101737917617922	-0.670105703853028	0.536974462521249
SPN	0.189058002360261	-0.307035596377555	0.116161339362151	-0.73023253211726	0.537222121313595
DEF6	0.190414622871528	-0.0825473952087705	0.341973297248908	-0.507068087666449	0.540469788150498
NFATC2	0.190682371969903	0.298634377868805	0.544876635194393	0.0523921205432168	0.54062300304023
SNHG12	0.192223321083775	-0.0631972440923047	0.297842021031775	-0.424236509216384	0.54438161144554
C19orf53	0.193966707986785	-0.339933977456193	0.124582893097726	-0.804450848010111	0.547479692520737
NACA	0.193740699860818	0.153011510247259	0.582293957542042	-0.276270937047524	0.547479692520737
TRAPPC1	0.193882337014359	-0.213418309221935	0.0613335042071658	-0.488170122651036	0.547479692520737
NR3C1	0.194719518146013	-0.25309971388303	0.197180217465498	-0.703379645231558	0.54899181871936
SLFN12L	0.195287730996504	-0.159946255878431	0.274953172174294	-0.594845683931155	0.549584939469352
SUGT1	0.195364515849327	-0.258248559492925	0.105347772144658	-0.621844891130507	0.549584939469352
C1QA	0.196463209622552	-0.157277072001168	0.121816886231869	-0.436371030234204	0.552061619039372
GAPDH	0.197035168477424	-0.416341738563714	0.064206176286055	-0.896889653413483	0.55305431862309
CXXC5	0.19873852088864	-0.194050001590542	0.240212118956377	-0.628312122137461	0.555475666422551
GTF2A2	0.198771740712782	0.23642481366148	0.454984599789084	0.0178650275338764	0.555475666422551
KRT10	0.198144687323252	0.249031289262114	0.581193770147837	-0.0831311916236095	0.555475666422551
MTG1	0.198776385176911				0.555475666422551
TIAL1	0.199011848220389	-0.245854737257077	0.134552940848559	-0.626262415362713	0.555519827979431
GNL3	0.199299433262778	-0.242006314445137	0.11588938517526	-0.599902014065535	0.555709224610326
CANX	0.199863554484615	-0.276298851444968	0.0983491414669454	-0.650946844356881	0.556668424329947
ITM2A	0.200446478667323	-0.144257402365972	0.320962941389828	-0.609477746121772	0.557677826787305
NDUFA4	0.201255064885557	-0.318848715899165	0.0275736018113836	-0.665271033609713	0.558085591113567
REL	0.200857243895171	-0.415633588591088	0.124917945972335	-0.95618512315451	0.558085591113567
SRI	0.201172899946641	-0.270352073409511	0.213182803296178	-0.753886950115199	0.558085591113567
DBNL	0.201962212853171	0.0961974349821219	0.451953720596186	-0.259558850631942	0.559433117530853
HERPUD1	0.202240112713795	-0.297198916739605	0.0713415338250845	-0.665739367304295	0.559589983646812
ATP5F1B	0.202675796702885	-0.0227847197363739	0.450436094269775	-0.496005533742523	0.560182611870597
GABARAPL1	0.203289574800815	0.139096333004499	0.342879583964966	-0.0646869179559685	0.561265649204434
BOD1L1	0.204312451348392	-0.314636091240885	0.161934423804571	-0.791206606286342	0.562992861612652
SNRPD2	0.204360398165447	-0.160367371017889	0.323680383361635	-0.644415125397412	0.562992861612652
NAPA	0.205302169422395	0.324601468221392	0.649308840654186	-0.000105904211401164	0.564971911283175
PNISR	0.206206953872562	-0.355932386960754	0.048479797797481	-0.760344571718989	0.565615386489924
SELENOT	0.206156824082178	-0.284160144976554	0.115701060149559	-0.684021350102667	0.565615386489924
TRIM21	0.205802836263628	0.280970456427302	0.533566216062796	0.028374696791809	0.565615386489924
ATP2B4	0.206703188625598	0.190085139105086	0.357185237089783	0.0229850411203895	0.565759387829632
C1QB	0.207601704984539	-0.263026203382276	0.119005412583893	-0.645057819348445	0.565759387829632
EFCAB14	0.207453222740972	0.188220730969105	0.378489959739396	-0.00204849780118552	0.565759387829632
MPST	0.207118497688279	-0.19456342970947	0.135804969550777	-0.524931828969718	0.565759387829632
PUM1	0.207548180111072	0.073212137863464	0.337298569698184	-0.190874293971256	0.565759387829632
RNF7	0.207110096624496	0.26064464325175	0.55164301375672	-0.0303537272532201	0.565759387829632
BSG	0.208551991282949	-0.29635820286971	0.0338735730711079	-0.626589978810528	0.566247781146203
EIF6	0.208627087045699	-0.283865282413659	0.0608416121045157	-0.628572176931833	0.566247781146203
SSB	0.208676525119913	-0.286209701138953	0.0959790554380631	-0.66839845771597	0.566247781146203
TMED10	0.208488394075507	-0.0208816881792433	0.398647439048934	-0.44041081540742	0.566247781146203
CYC1	0.209294676892552	-0.264216079925732	0.0963024260839468	-0.62473458593541	0.567293471675197
GSTK1	0.209510518997483	-0.048439788951765	0.441995997619209	-0.538875575522739	0.567293471675197
ACTR2	0.212065588314492	-0.337610381421332	0.0702912102375901	-0.745511973080254	0.570300622455511
AKIRIN1	0.211174369881491	0.11706480229492	0.327232073401298	-0.0931024688114579	0.570300622455511
DUT	0.212425142883785	-0.166530060522043	0.241938802614507	-0.574998923658593	0.570300622455511
GPAA1	0.211788297589343	-0.0248608226537973	0.293935489682751	-0.343657134990346	0.570300622455511
GZMA	0.210964030393611	0.615448545240599	1.21407689823586	0.0168201922453353	0.570300622455511
MYCBP2	0.212384286187758	-0.215987257342915	0.291535734534561	-0.723510249220391	0.570300622455511
RBM25	0.211312112820389	-0.0499717263566971	0.359962182984687	-0.459905635698081	0.570300622455511
TMEM160	0.212228165784825	0.236944086115259	0.441206633065625	0.0326815391648928	0.570300622455511
COPB1	0.213934691211512	-0.204707678748697	0.111848889570426	-0.521264247067821	0.573270109447325
SQSTM1	0.21398457228876	0.33737691675397	0.687831782568032	-0.0130779490600931	0.573270109447325
GNAI3	0.214757987689995	-0.237373616669295	0.115862409363068	-0.590609642701657	0.574125740875262
TLN1	0.214633279902998	-0.12780255052414	0.226966135117068	-0.482571236165347	0.574125740875262
ATP6V0E1	0.215378562516681	-0.150180751855082	0.255301285416907	-0.55566278912707	0.575176752486468
HOPX	0.215610770600603	0.347821045902754	0.798219982805013	-0.102577890999505	0.575189492456671
SIVA1	0.215996879118594	-0.143952792070846	0.210456608998289	-0.498362193139981	0.575612336449867
RTN4	0.216991456611004	-0.230353712077998	0.150822130773175	-0.611529554929172	0.577654098704451
UGP2	0.217512861445385	-0.260628232431666	0.0710908912060852	-0.592347356069417	0.578433256146559
RBBP6	0.219043327881549	0.126743497492537	0.443654018296839	-0.190167023311764	0.580671463535049
RPS23	0.218803406999579	0.27995313013196	0.588139268800619	-0.0282330085366983	0.580671463535049
S100A4	0.218882386961137	-0.417353788873366	0.148926049036482	-0.983633626783213	0.580671463535049
SP140L	0.219310534290108	0.16401594344636	0.395710114729127	-0.0676782278364067	0.580771037926371
MIF	0.219722882172619	0.0536958963315612	0.575609534878544	-0.468217742215422	0.581254360893884
LAMTOR2	0.220580769699142	0.126223541309055	0.378478640788818	-0.126031558170708	0.582150567857334
SF3A1	0.220320425472247	0.205149423631383	0.393715198830269	0.0165836484324966	0.582150567857334
SIRT7	0.220752231939574	-0.180685762409308	0.145554753640473	-0.506926278459089	0.582150567857334
KMT2C	0.221046914228589	-0.245567199288429	0.117344166286507	-0.608478564863364	0.58232046467094
EDF1	0.22225034768905	-0.257027720717817	0.0515661330182872	-0.565621574453922	0.584881508122379
POLR2G	0.223303971326371	-0.16524868576196	0.255033818538462	-0.585531190062382	0.586609636334783
SMIM27	0.223783314378414	0.0246781615690478	0.286210339507795	-0.236854016369699	0.586609636334783
TTC3	0.223834835533043	-0.266132414029154	0.0892925480779048	-0.621557376136213	0.586609636334783
UBA7	0.223709328881314	0.157012494037062	0.294586883344866	0.0194381047292576	0.586609636334783
COX7A2	0.224482605686822	0.287524088561557	0.63937909517919	-0.0643309180560751	0.587698250291897
SPOCK2	0.226594695290871	0.298325752272051	0.571720152978701	0.024931351565401	0.592002049990302
UBQLN1	0.22654898884703	-0.264433102636939	0.102977896086618	-0.631844101360496	0.592002049990302
CLTB	0.226832510539557	-0.193784911827034	0.238660436597014	-0.626230260251082	0.592011784473209
CFLAR	0.227155883399831	0.246155029912485	0.72573838139644	-0.233428321571469	0.592244566101209
QRICH1	0.228251441122443	0.157475439988963	0.291196598010047	0.0237542819678785	0.594488047990379
METTL26	0.229113893556702	0.206104766015907	0.461910121604991	-0.049700589573177	0.596120408235493
MRPS18C	0.22979906507599	0.267216374212067	0.497013553760803	0.0374191946633308	0.597288628547975
HADHA	0.230590784744475	-0.11202366334397	0.188204257949342	-0.412251584637282	0.598731103304699
SLBP	0.230939592017707	-0.250585281575593	0.122949207339772	-0.624119770490958	0.599021772525929
JPT1	0.231256901619179	-0.227287420035494	0.167306140031193	-0.62188098010218	0.599230229707893
BRD2	0.231996866069165	0.315426834256496	0.659084085460315	-0.0282304169473242	0.600532317593571
SNHG15	0.232904993473448	-0.248700623588514	0.122944086157636	-0.620345333334664	0.602266593552506
GNG5	0.234624170527587	0.311356924675233	0.754441731799099	-0.131727882448634	0.605474007412518
NOP58	0.234526370918789	-0.204496562972877	0.135039865786601	-0.544032991732355	0.605474007412518
GNG2	0.235160173214845	0.229125045423638	0.526539745242505	-0.0682896543952286	0.605621260753913
PIN4	0.234925167082819	0.102988931821856	0.3389594808447	-0.132981617200988	0.605621260753913
WTAP	0.235680506953946	0.127908909168655	0.399511244321109	-0.1436934259838	0.606343847493926
FIP1L1	0.235959592633101	-0.269774583184893	0.124215672317393	-0.66376483868718	0.606444928627148
PIK3R1	0.236788816552622	0.303327598540383	0.691622006916661	-0.0849668098358953	0.607958291433078
DYNLT1	0.23724822075892	0.202236030420405	0.593518449377864	-0.189046388537055	0.608520030729523
SNHG8	0.23758257419469	0.00710599148543534	0.535617425644264	-0.521405442673393	0.608760212906152
